Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-025247,2017-05,5/25/2017 20:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,0,KENNERLY AVE / N NEWSTEAD AVE,57, , ,,,893927.3,1030089
17-022065,2017-05,05/09/2017 21:07,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5126,PENNSYLVANIA AVE    ,17, , ,,,894500.8,994962.5
17-021895,2017-05,05/09/2017 1:25,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,2420,N GRAND BLVD        ,59, ,BM ALL DK CLOTHING,,,899282.3,1026265
17-021855,2017-05,05/08/2017 20:27,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,400,WASHINGTON AVE      ,35, , ,,,909506.4,1018199
17-022183,2017-05,05/10/2017 12:54,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,801,WASHINGTON AVE      ,35, ,CITY STREET,,,908274.4,1018756
17-025774,2017-05,5/29/2017 1:25,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,6140,SHERRY AVE          ,76, , ,,,888382.7,1044588
17-025447,2017-05,5/26/2017 21:19,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,805,OFALLON ST          ,62,CAMBRIDGE HEIGHTS,CAMBRIDGE HEIGHTS APARTMENT COMPLEX,805,OFALLON,908948.8,1021122
17-025061,2017-05,5/24/2017 23:30,Y, , ,1, ,263820,4,OBSTRUCT GOVRN OP-PARK ORD VIOL                   ,810,N TUCKER BLVD       ,35, ,INTERCO PLAZA,810,TUCKER,907168.5,1019631
17-021346,2017-05,05/06/2017 2:25,Y, , ,1, ,51212,6,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,4863,BESSIE AVE          ,69, ,#1131825,4863,BESSIE,893496.1,1036919
17-021254,2017-05,05/01/2017 0:05,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,4323,DUKE ST             ,5, , ,4323,DUKE,886127.4,1000326
17-024532,2017-05,5/22/2017 1:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,315,N 8TH ST            ,35, , ,215,9TH,908104.9,1017908
17-021064,2017-05,05/04/2017 17:55,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,721,N TUCKER BLVD       ,36, , ,800,TUCKER,906857.6,1019492
17-023296,2017-05,5/16/2017 7:45,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500                       ,3202,S KINGSHIGHWAY BLVD ,15, ,@HOME DEPOT,3202,KINGSHIGHWAY,886045.3,1008369
17-023403,2017-05,5/16/2017 15:20,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,1465,S GRAND BLVD        ,29,CARDINAL GLENNON HOSPITAL, ,1465,GRAND,894852.6,1015265
17-024484,2017-05,05/05/2017 8:14,Y, , ,1, ,185000,2,DRUGS-OBTAIN BY FRAUD/FORGERY                     ,3822,S KINGSHIGHWAY BLVD ,15, , ,3822,KINGSHIGHWAY,885417.5,1004487
17-024846,2017-05,5/23/2017 18:39,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,721,N TUCKER BLVD       ,36,SHELL STATION, ,721,TUCKER,906857.6,1019492
17-025171,2017-05,05/07/2017 8:55,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,721,N TUCKER BLVD       ,36,SHELL GAS STATION,NUISANCE ABATEMENT PROPERTY,721,TUCKER,906857.6,1019492
17-021152,2017-05,05/03/2017 21:00,Y, , ,1, ,31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,4723,BESSIE CT           ,69, ,SINGLE FAMILY HOME,4732,BESSIE,894495.1,1036389
17-023397,2017-05,4/30/2017 13:00,Y, , ,1, ,69602,4,"LARCENY-ALL OTHER $500 - $24,999                  ",4326-2,RANDALL PL          ,66, , ,4326-2,RANDALL,905009.5,1032483
17-023411,2017-05,5/16/2017 17:10,Y, , ,1, ,91113,1,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4355,S BROADWAY          ,17,CONOCO GAS STATION, ,4331,MINNESOTA,896676.4,998998.5
17-023458,2017-05,5/16/2017 23:36,Y, , ,1, ,42015,5,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC          ,5321,SAVOY CT            ,49, , ,5320,SAVOY,884681.3,1026939
17-022582,2017-05,05/12/2017 15:00,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,2705,ST LOUIS AVE        ,59, , ,2705,ST LOUIS,901691.8,1026978
17-025251,2017-05,5/20/2017 19:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5319,LEXINGTON AVE       ,50, , ,5319,LEXINGTON,888785.6,1035853
17-025158,2017-05,12/30/2016 13:25,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150                     ,3179,CARRSVILLE CT       ,13, , ,3179,CARRSVILLE,880835.9,1008961
17-025119,2017-05,5/25/2017 0:01,Y, , ,1, ,69602,4,"LARCENY-ALL OTHER $500 - $24,999                  ",2929-3,JAMES COOL PAPA BELL AVE,59, , ,2929-3,JAMES COOL PAPA BELL,900680.2,1023093
17-024967,2017-05,5/22/2017 13:10,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3550,MISSOURI AVE        ,18, , ,3550,MISSOURI,899187.5,1003656
17-024314,2017-05,5/21/2017 12:00,Y, , ,1, ,31112,3,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT         ,3401,DUNNICA AVE         ,16, , ,,,894258.2,1002728
17-022166,2017-05,05/10/2017 11:30,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,0,N 9TH ST / OLIVE ST ,35, , ,,,907779.2,1018012
17-022109,2017-05,05/10/2017 2:05,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,1110,SALISBURY ST        ,65,BP GAS MART, ,,,906432.9,1029817
17-022085,2017-05,05/09/2017 22:11,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN                           ,1110,SALISBURY ST        ,65,BP GAS STATION,PARKING LOT,,,906432.9,1029817
17-021319,2017-05,05/06/2017 0:02,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,5300,DR MARTIN LUTHER KING DR,51, , ,,,886534.3,1031322
17-025626,2017-05,5/27/2017 23:50,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,N 14TH ST / CASS AVE,61, , ,,,906983.3,1022605
17-025068,2017-05,5/24/2017 23:00,Y, , ,1, ,43012,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,0,FAIRGROUND PARK     ,83, ,@FAIRGROUND PARK,,,899640.4,1031431
17-024014,2017-05,5/19/2017 16:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,0,I 44 WESTBOUND / I 55 SOUTHBOU,21, , ,,,904633.8,1011575
17-023894,2017-05,5/19/2017 5:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,0,S BROADWAY / I 55 NORTHBOUND,20, ,ALIAS NB 55/POTOMAC ST CITY,,,907502.5,1012809
17-022107,2017-05,05/10/2017 2:38,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,5000,PAGE BLVD           ,51, , ,,,888171.3,1029215
17-021640,2017-05,05/07/2017 20:19,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,0,ARSENAL ST / WATSON RD,9, , ,,,879464.4,1010067
17-021588,2017-05,05/07/2017 15:30,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500                  ,4447,NATURAL BRIDGE AVE  ,69,SAVE A LOT, ,,,894946.5,1033224
17-023159,2017-05,5/15/2017 14:55,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,0,W FLORISSANT AVE / SHREVE AVE,71, ,AT INTERSECTION,,,896608.6,1039074
17-021779,2017-05,05/07/2017 23:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,N 6TH ST / LUCAS AVE,35, , ,,,909034.6,1018810
17-021592,2017-05,05/07/2017 15:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,0,CALIFORNIA AVE / CHEROKEE ST,19, , ,,,897471.1,1005296
17-022389,2017-05,05/11/2017 13:48,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING            ,5806,DR MARTIN LUTHER KING DR,78, , ,,,883050.9,1033616
17-021767,2017-05,05/08/2017 13:05,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,0,N KINGSHIGHWAY BLVD / LILLIAN,71,BUS STOP,SOUTH SIDEWALK,,,893063.9,1039007
17-021832,2017-05,05/08/2017 16:28,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN                           ,721,PINE ST             ,35, , ,,,908335.3,1017522
17-024183,2017-05,5/20/2017 17:40,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,0,S BOYLE AVE / I 64 EASTBOUND,39, ,ALIAS EB 40/S BOYLE AVE CITY,,,890647.1,1018734
17-022340,2017-05,05/11/2017 9:11,Y, , ,1, ,31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,0,LAMBDIN AVE / SAINT LOUIS AVE,57, ,ALIAS LAMBDIN/ST LOUIS,,,895509.1,1030138
17-025360,2017-05,5/26/2017 12:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,0,BIRCHER BLVD / UNION BLVD,71, , ,,,891444.2,1039774
17-021981,2017-05,4/19/2017 18:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,607,N GRAND BLVD        ,77, , ,607,GRAND,896930.7,1021874
17-023618,2017-05,5/17/2017 16:50,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,0,LINDELL BLVD / N SARAH ST,38, , ,,,892822,1021958
17-026187,2017-05,5/31/2017 3:32,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500                   ,4121,MICHIGAN AVE        ,16, ,@IN REAR OF RESIDECE,,,894889.8,1000663
17-025665,2017-05,5/28/2017 9:36,Y, , ,1, ,64701,6,LARCENY-FROM MTR VEH UNDER $500                   ,6000,HALL ST,79, , ,,,903572.3,1039732
17-023613,2017-05,5/17/2017 9:30,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,HAMILTON AVE / MAPLE AVE,48, , ,,,880313,1029700
17-025935,2017-05,5/30/2017 1:01,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,0,E GRAND AVE / I 70 EASTBOUND,66,NA,HIGHWAY,,,904580.1,1034005
17-025645,2017-05,5/28/2017 2:59,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,0,I 44 EASTBOUND / I 55 SOUTHBOU,21, ,ALIAS I 70 EASTBOUND/55 SB CITY,,,902534.8,1010733
17-023897,2017-05,5/19/2017 6:45,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,0,I 70 WESTBOUND / MADISON ST,63, , ,,,908505,1024640
17-022307,2017-05,05/11/2017 5:55,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,0,N KINGSHIGHWAY BLVD / NATURAL,55, , ,,,891049,1035207
17-023954,2017-05,5/19/2017 11:49,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,0,FORSYTH BLVD / N SKINKER BLVD,82, , ,,,876982.8,1024125
17-025932,2017-05,5/29/2017 22:40,Y, , ,1, ,91113,5,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5750,NATURAL BRIDGE AVE  ,50,GULF GAS STATION, ,,,885556.4,1038533
17-022707,2017-05,5/13/2017 8:12,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,0,N 7TH ST / PINE ST  ,35, ,KIENER PLZ GARAGE,,,908335.3,1017522
17-021225,2017-05,05/05/2017 14:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",100,DR MARTIN LUTHER KING DR,35, ,1ST STREET AND MLK,,,910435.8,1019065
17-023895,2017-05,5/19/2017 6:14,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4800,FOUNTAIN AVE        ,54, , ,,,889638.3,1027524
17-022062,2017-05,05/09/2017 21:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4415,NATURAL BRIDGE AVE  ,69,PARKING LOT,@LIBRARY- JULIA DAVIS BRANCH,,,895362.3,1033087
17-021648,2017-05,05/07/2017 20:45,Y, , ,1, ,42011,4,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ,1300,CASS AVE            ,62, ,IN THE ALLEY,,,907596.9,1022461
17-021481,2017-05,05/06/2017 21:05,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4201,N GRAND BLVD        ,67, , ,,,902139.8,1031842
17-021616,2017-05,05/07/2017 18:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,600,CHESTNUT ST         ,35,TGI FRIDAYS, ,,,908438.1,1017047
17-026053,2017-05,5/30/2017 13:25,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,N GRAND BLVD / NATURAL BRIDGE,59, , ,,,901069.3,1029712
17-021780,2017-05,05/08/2017 13:50,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,N GRAND BLVD / NATURAL BRIDGE,59, , ,,,901069.3,1029712
17-025671,2017-05,5/28/2017 10:30,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,1201,WASHINGTON AVE      ,36, , ,,,906786.1,1019147
17-025147,2017-05,5/25/2017 10:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",700,CONVENTION PZ,35, , ,,,908771.6,1019108
17-021512,2017-05,05/07/2017 1:08,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,0,GRAVOIS AVE / MERAMEC ST,16, , ,,,889337.4,1003165
17-023596,2017-05,5/17/2017 9:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,5000,DELMAR BLVD         ,38, , ,,,887608.1,1026071
17-023975,2017-05,5/19/2017 14:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,DR MARTIN LUTHER KING DR / N V,77, ,CITY STREET,,,896746.9,1025911
17-021738,2017-05,05/08/2017 10:10,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,0,S GRAND BLVD / I 44 WESTBOUND,31, , ,,,894727.1,1013527
17-021680,2017-05,05/08/2017 1:00,Y, , ,1, ,43011,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE    ,0,CHIPPEWA ST / S JEFFERSON AVE,18,MOTO-MART GAS STATION,REAR ALLEY,,,898351.1,1002487
17-026151,2017-05,5/30/2017 21:51,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,800,CLARK AVE           ,35, , ,,,907343.1,1016083
17-025839,2017-05,5/29/2017 13:35,Y, , ,1, ,41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,0,RIVERVIEW BLVD / THEKLA AVE,72, , ,,,890718.5,1045022
17-020913,2017-05,05/03/2017 20:11,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,0,W FLORISSANT AVE / RIVERVIEW B,72, , ,,,891715.8,1046309
17-026001,2017-05,5/30/2017 10:09,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,920,OLIVE ST,35, , ,,,907479.9,1017973
17-026040,2017-05,5/30/2017 12:34,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,3600,OHIO AVE            ,19, , ,,,897883.6,1003449
17-022018,2017-05,05/09/2017 16:00,Y, , ,1, ,31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,5100,ENRIGHT AVE         ,51, , ,,,886728.1,1026670
17-022014,2017-05,05/09/2017 13:01,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",0,S BROADWAY / SPRUCE ST,35, ,OUTSIDE STADIUM,,,908420.1,1015664
17-025884,2017-05,5/29/2017 18:41,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3203,CASS AVE            ,59, , ,,,899131.8,1024771
17-025888,2017-05,5/29/2017 13:30,Y, , ,1, ,71030,4,AUTO THEFT-PERM RETNT/JOY RIDE                    ,0,S BROADWAY / GRATIOT ST,35, , ,,,908074.1,1014297
17-022388,2017-05,05/11/2017 13:38,Y, , ,1, ,250000,5,LOITERING-BEGGING                                 ,500,S KINGSHIGHWAY BLVD ,38, , ,,,887196.6,1020593
17-021710,2017-05,05/05/2017 17:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3100,OSAGE ST            ,16,MARQUETTE,CITY PARKS MAINTENANCE,,,895519.1,1001572
17-025706,2017-05,5/28/2017 10:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,0,MCKINLEY DR / WELLS DR,82,FOREST PARK, ,,,882845.3,1019615
17-022404,2017-05,05/10/2017 14:45,Y, , ,1, ,64501,6,"LARCENY-FROM MTR VEH OVER $25,000                 ",0,ANDERSON AVE / SHREVE AVE,69, , ,,,894199.1,1036767
17-024006,2017-05,5/19/2017 15:30,Y, , ,1, ,31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,0,ACADEMY AVE / WELLS AVE,51, , ,,,887296.4,1030491
17-022069,2017-05,05/09/2017 21:12,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4772,S SPRING AVE        ,16, ,GANGWAY,,,890482,999098.5
17-026072,2017-05,5/30/2017 14:45,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",2600,UNION BLVD          ,52, , ,,,887551,1033201
17-023804,2017-05,5/18/2017 15:00,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",800,N 14TH ST           ,36, , ,,,906380.6,1019734
17-021646,2017-05,05/07/2017 20:00,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4800,GOODFELLOW BLVD     ,70, , ,,,887231.2,1043366
17-024233,2017-05,5/20/2017 23:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,0,BEACON AVE / W FLORISSANT AVE,72, , ,,,893564.3,1043593
17-025342,2017-05,5/26/2017 10:36,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,0,CALVARY AVE / W FLORISSANT AVE,71, , ,,,894815,1041723
17-025284,2017-05,5/26/2017 2:00,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,0,GOODFELLOW BLVD / SHERRY AVE,76, , ,,,888020,1044904
17-023583,2017-05,5/17/2017 13:30,Y, , ,1, ,41203,6,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE      ,4400,RED BUD AVE         ,68, , ,,,898304.9,1034792
17-025941,2017-05,5/30/2017 1:45,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,900,S LEONOR K SULLIVAN BLVD ,20, , ,,,909369.4,1012916
17-021610,2017-05,05/07/2017 17:23,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1220,LOCUST ST           ,36, , ,,,906389.8,1018559
17-025729,2017-05,5/28/2017 19:30,Y, , ,1, ,91113,6,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4000,RED BUD AVE         ,68, , ,,,897204.1,1032928
17-023853,2017-05,5/18/2017 20:35,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,BIDDLE ST / N BROADWAY,62, , ,,,909780.6,1020447
17-021181,2017-05,05/05/2017 12:25,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,0,MANCHESTER AVE / WALDEMAR AVE,10, , ,,,876594.8,1014090
17-021825,2017-05,05/08/2017 16:22,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,1000,ACADEMY AVE         ,51, , ,,,886910.8,1027628
17-021998,2017-05,05/09/2017 14:15,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,I 55 SOUTHBOUND / I 64 WESTBOU,35, ,ALIAS SB 55/44 EB CITY,,,908781.9,1014890
17-026048,2017-05,5/30/2017 10:06,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,0,DELMAR BLVD / N SARAH ST,38, , ,,,893761,1023949
17-021854,2017-05,05/08/2017 19:55,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1300,LOCUST ST           ,36, ,BF BLK DRESS,,,906292.4,1018750
17-025748,2017-05,5/28/2017 22:05,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,4553,S BROADWAY          ,17,PHILLIPS 66 GAS STATION, ,,,896054.1,997504.6
17-024980,2017-05,5/24/2017 13:54,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,100,N 13TH ST           ,36, , ,,,906077.3,1017872
17-021472,2017-05,05/06/2017 17:30,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",401,S 4TH ST            ,35, , ,,,908773.8,1015571
17-022252,2017-05,05/10/2017 19:00,Y, , ,1, ,250000,5,LOITERING-BEGGING                                 ,0,LINDELL BLVD / N TAYLOR AVE,38, , ,,,889348,1022906
17-021962,2017-05,05/09/2017 11:14,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,4119,LINDELL BLVD        ,38, ,PARKING LOT,,,892653.7,1022142
17-021836,2017-05,05/08/2017 8:45,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,0,PAGE BLVD / UNION BLVD,51, ,@PARK- MARIE W FOWLER,,,885352.5,1029591
17-021628,2017-05,05/07/2017 18:36,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,0,OFALLON PARK,85, ,OFALLON PARK,,,900324.4,1036832
17-025455,2017-05,5/26/2017 21:55,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,3762,S BROADWAY          ,18, , ,,,898613,1002570
17-021614,2017-05,05/07/2017 17:47,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,1133,WASHINGTON AVE      ,35, , ,,,907003.4,1019090
17-026250,2017-05,5/31/2017 12:28,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1401,CHOUTEAU AVE        ,36, ,@AMOCO - 14TH AND CHOUTEAU,,,904521.8,1014630
17-022078,2017-05,05/09/2017 19:00,Y, , ,1, ,71030,1,AUTO THEFT-PERM RETNT/JOY RIDE                    ,7866,COSTA PL            ,1, , ,,,886296.4,989353
17-024004,2017-05,5/19/2017 15:24,Y, , ,1, ,63701,6,LARCENY-SHOPLIFT UNDER $500                       ,3720,N KINGSHIGHWAY BLVD ,69, , ,,,891316,1035410
17-026149,2017-05,5/30/2017 20:45,Y, , ,1, ,41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,0,HAMILTON AVE / JULIAN AVE,48, ,INTERSECTION OF HAMILTON AND JULIAN,,,881051.1,1031770
17-025839,2017-05,5/29/2017 13:35,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,0,RIVERVIEW BLVD / THEKLA AVE,72, , ,,,890718.5,1045022
17-021477,2017-05,05/06/2017 17:25,Y, , ,1, ,10000,5,HOMICIDE                                          ,4431,COTE BRILLIANTE AVE ,57, , ,,,892887.1,1028918
17-022053,2017-05,05/09/2017 19:18,Y, , ,1, ,91303,6,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,8102,N BROADWAY          ,74, , ,,,897248.1,1047689
17-021593,2017-05,05/07/2017 15:51,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,7339,GRAVOIS AVE         ,88, ,@WALGREENS - GRAVOIS AND HAMPTON,,,878828.2,994423.4
17-022133,2017-05,05/10/2017 6:50,Y, , ,1, ,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3105,MIAMI ST            ,19, , ,,,895796.2,1004187
17-022231,2017-05,05/09/2017 22:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,0,NATURAL BRIDGE AVE / N VANDEVE,59,NATURAL BRIDGE/ VANDEVENTER, ,,,899378.6,1030654
17-021657,2017-05,05/07/2017 21:45,Y, , ,1, ,43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,2300,SALISBURY ST        ,65, ,WESTBOUND ON SALISBURY AT N. 23RD ST,,,903729.5,1028686
17-021192,2017-05,05/05/2017 11:25,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE                  ,2920,MERAMEC ST          ,17, , ,,,895897,1000157
17-024389,2017-05,5/21/2017 17:45,Y, , ,1, ,10000,1,HOMICIDE                                          ,4661,VIRGINIA AVE        ,16, , ,,,893370.1,997213.3
17-026130,2017-05,5/30/2017 19:35,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,1400,MARKET ST           ,36, , ,,,905320.7,1017431
17-022309,2017-05,05/11/2017 6:18,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,I 64 WESTBOUND / MARKET ST,36, ,ALIAS WB 40/MARKET ST CITY,,,902617.3,1018481
17-025440,2017-05,5/26/2017 20:05,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,0,BLAIR AVE / E PRAIRIE AVE,66, , ,,,903257.5,1034519
17-021880,2017-05,05/08/2017 23:15,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,4964,COTE BRILLIANTE AVE ,55, , ,,,888967.8,1031076
